ID;DES_FUNDAMENTO;DES_EMENTA
572;Artigo 40, ? 7§, inciso II, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e artigos 29, inciso II, 30 e 31 da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida, institu¡da por servidor ativo falecido na vigˆncia da LC 769/08 que reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m
573;Artigo 40, ?? 1§, inciso I, in fine, 3§ e 8§ , da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98, e artigo 212 da Lei n§ 8.112/90;Constitui‡?o ap¢s a EC 41/03, antes de sua regulamenta‡?o. Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03. Requisitos implementado
574;Artigo 40, ?? 1§, inciso I, in fine, e 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 1§ da Medida Provis¢ria n§ 167/04 e 212 da Lei n§ 8.112/90;Constitui‡?o na reda‡?o da EC 41/03 c/c a MP 167/04. Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/2003. Requisitos implementados e vigˆncia
576;Artigo 40, ? 1§, inciso I, in fine, e 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ da Lei n§ 10.887/04 e 18, ?? 2§, 3§ e 4§, e 51 da Lei Complementar n§ 769/08;Constitui‡?o na reda‡?o da EC 41/03 c/c a Lei 10.887/04 e com a LC 769/08. Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/2003. Requisitos imp
577;Artigo 40, ?? 1§, inciso I, in fine, e 3§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98, e artigo 18, ?? 2§, 3§ e 4§, da Lei Complementar n§ 769/08, combinados com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03;Aposentadoria por invalidez decorrente de acidente em servi‡o na vigˆncia da LC 769/08, reda‡?o original. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Decis?o TCDF n§ 5859/08.
578;Artigo 40, ?? 1§, inciso I, in fine, 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, artigos 1§ e 15 da Lei n§ 10.887/04, e artigo 212 da Lei n§ 8.112/90;Constitui‡?o na reda‡?o da EC 41/03 c/c as Leis 10.887/04 e 8.112/90. Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03. Requisitos implementa
580;Artigo 4§, ? 3§, da Emenda Constitucional n§ 26/85;Aposentadoria decorrente de anistia concedida ao servidor, nos termos da EC n§ 26/85
581;Exclus?o do artigo 18, ? 9§, da Lei Complementar n§ 769/08, com a reda‡?o dada pela Lei Complementar n§ 840/11;Revis?o de proventos de aposentadoria. Remiss?o da doen‡a que motivou a revis?o para integraliza‡?o dos proventos, em face do acometimento de mol‚stia especificada no art. 18, ? 5§, da Lei Complementar n§ 769/08.
582;Exclus?o do artigo 190 da Lei n§ 8.112/90.;Revis?o de proventos de aposentadoria. Remiss?o da doen‡a que motivou a revis?o para integraliza‡?o dos proventos, em face do acometimento de mol‚stia especificada no art. 186, ? 1ø, da Lei n§ 8.112/90.
583;"""Art. 197, al¡nea """"c"""", da CRFB/67, na reda‡?o da EC 1/69, combinado com o art. 176, ? 3§, da Lei n§ 1.711/52, incluso pela Lei n§ 6.481/77""";Constitui‡?o de 1967, na reda‡?o da EC 1/69. Aposentadoria de ex-combatente da Segunda Guerra Mundial. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade.
585;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Filho(a) inv lido(a).
586;Artigos 1§ e 7§ da Lei n§ 1.004/96, combinado com o artigo 4§, par grafo £nico, da Lei n§ 1.864/98;Manuten‡?o das parcelas de d‚cimos decorrentes de encargos (sem representa‡?o mensal) incorporadas pelas Leis n§s 1.004/96 (per¡odo de 11/01/96 a 31/07/96) e 1.141/96 (per¡odo de 01/08/96 a 19/01/98), bem como dos quintos incorporados at‚ 10/01/96, transf
588;Artigos 87, inciso II, 94, inciso II, 96, inciso VI e 99, inciso II, da Lei n§ 7.289/1984;Reforma por incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o, levando o militar a ser considerado inv lido, ou seja, impossibilitado total e permanentemente para qualquer trabal
589;"""Artigo 40, ?? 3§ e 4§, da CRFB, com reda‡?o da Emenda Constitucional n§ 20/98, combinado com os artigos 1§, inciso II, al¡nea """"a"""", da Lei Complementar n§ 51/85, e 3§ e 7§ da Emenda Constitucional n§ 41/03""";Aposentadoria especial, volunt ria, de servidor p£blico policial, na vigˆncia da LC 144/14, ap¢s 30 anos de contribui‡?o, sendo pelo menos 20 estritamente policial. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£b
590;"""Artigo 40, ?? 3§, 4§, 8§ e 17, da CRFB, combinado com os artigos 1§, inciso II, al¡nea """"a"""", da Lei Complementar n§ 51/85 e 1§ e 15 da Lei n§ 10.887/04""";Aposentadoria especial, volunt ria, de servidor p£blico policial, na vigˆncia da LC 144/14, ap¢s 30 anos de contribui‡?o, sendo pelo menos 20 estritamente policial. Proventos integrais, calculados pela m‚dia, sem paridade. Ingresso no servi‡o p£blico AP?S
591;"""Artigo 40, ?? 3§ e 4§, da CRFB, com reda‡?o da Emenda Constitucional n§ 20/98, combinado com os artigos 1§, inciso II, al¡nea """"b"""", da Lei Complementar n§ 51/85, e 3§ e 7§ da Emenda Constitucional n§ 41/03""";Aposentadoria especial, volunt ria, de servidora p£blica policial, na vigˆncia da LC 144/14, ap¢s 25 anos de contribui‡?o, sendo pelo menos 15 estritamente policial. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£
592;"""Artigo 40, ?? 3§, 4§, 8§ e 17, da CRFB, combinado com os artigos 1§, inciso II, al¡nea """"b"""", da Lei Complementar n§ 51/85 e 1§ e 15 da Lei n§ 10.887/04""";Aposentadoria especial, volunt ria, de servidora p£blica policial, na vigˆncia da LC 144/14, ap¢s 25 anos de contribui‡?o, sendo pelo menos 15 estritamente policial. Proventos integrais, calculados pela m‚dia, sem paridade. Ingresso no servi‡o p£blico AP?
593;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso I, da Lei Complementar Federal n§ 142/2013, 1§ da Lei federal n§ 10.887/2004 e 51 da Lei Complementar distrital n§ 769/2008;Aposentadoria especial de servidor com deficiˆncia grave, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 25 anos de tempo de contribui‡?o, se homem e 20 anos, se mulher. Proventos calculados pela m‚dia, sem paridade de
594;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso II, da Lei Complementar Federal n§ 142/2013, 1§ da Lei federal n§ 10.887/2004 e 51 da Lei Complementar distrital n§ 769/2008;Aposentadoria especial de servidor com deficiˆncia moderada, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 29 anos de tempo de contribui‡?o, se homem e 24 anos, se mulher. Proventos calculados pela m‚dia, sem paridade
595;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso III, da Lei Complementar Federal n§ 142/2013, 1§ da Lei federal n§ 10.887/2004 e 51 da Lei Complementar distrital n§ 769/2008;Aposentadoria especial de servidor com deficiˆncia leve, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 33 anos de tempo de contribui‡?o, se homem e 28 anos, se mulher. Proventos calculados pela m‚dia, sem paridade de r
596;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso IV, da Lei Complementar federal n§ 142/2013, 1§ da Lei federal n§ 10.887/2004 e 51 da Lei Complementar distrital n§ 769/2008;Aposentadoria especial por implemento de idade de servidor com deficiˆncia. Exigˆncia de 60 anos de idade, se homem e 55 anos, se mulher. Tempo m¡nimo de contribui‡?o de 15 anos e deficiˆncia em qualquer grau por igual per¡odo. Proventos calculados pela m
597;Artigo 40, ?? 3§, 4§, 8§ e 17, da CRFB, combinado com o artigo 1§, inciso I, da Lei Complementar n§ 51/1985, na reda‡?o dada pela Lei Complementar n§ 144/2014, e com os artigos 1§ e 15 da Lei n§ 10.887/2004;Aposentadoria especial compuls¢ria de servidor p£blico policial aos 65 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade.
598;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso III, da Lei Complementar federal n§ 142/2013 e 1§ e 15 da Lei federal n§ 10.887/2004;Aposentadoria especial de servidor p£blico policial com deficiˆncia leve, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 33 anos de tempo de contribui‡?o, se homem e 28 anos, se mulher. Proventos calculados pela m‚dia,
599;Artigo 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso IV, da Lei Complementar federal n§ 142/2013, 1§ e 15 da Lei federal n§ 10.887/04;Aposentadoria especial por implemento de idade de servidor p£blico policial com deficiˆncia. Exigˆncia de 60 anos de idade, se homem e 55 anos, se mulher. Tempo m¡nimo de contribui‡?o de 15 anos e deficiˆncia em qualquer grau por igual per¡odo. Proventos
600;Artigo40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso II, da Lei Complementar Federal n§ 142/2013 e 1§ e 15 da Lei federal n§ 10.887/2004;Aposentadoria especial de servidor p£blico policial com deficiˆncia moderada, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 29 anos de tempo de contribui‡?o, se homem e 24 anos, se mulher. Proventos calculados pela m‚d
601;Artigo 40, 40, ?? 3§, 4§, inciso I, 8§ e 17 da CRFB, combinado com os artigos 3§, inciso I, da Lei Complementar federal n§ 142/2013 e 1§ e 15 da Lei federal n§ 10.887/2004;Aposentadoria especial de servidor p£blico policial com deficiˆncia grave, preponderante na data da inativa‡?o (Decreto n§ 3.048/99, art. 70-E). Exigˆncia de 25 anos de tempo de contribui‡?o, se homem e 20 anos, se mulher. Proventos calculados pela m‚dia,
602;Artigos 88, inciso II, 95, inciso II, e 97, inciso VI e 100, inciso II, da Lei n§ 7.479/86;Reforma por incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o, levando o militar a ser considerado inv lido, ou seja, impossibilitado total e permanentemente para qualquer trabal
603;Artigo 12, inciso IV, da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09;C“njuge.
604;Artigo 12, inciso IV, da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09;Companheiro(a) com uni?o est vel.
605;Artigo 12, inciso IV, da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09;Filho(a) menor de 21 anos de idade n?o emancipado(a).
606;Artigo 12, inciso IV, da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09;Filho(a) inv lido(a) n?o emancipado(a).
607;Artigo 12, inciso II, da Lei Complementar n§ 769/08;Pais, com comprovada dependˆncia econ“mica do servidor.
608;Artigo 12, inciso III, da Lei Complementar n§ 769/08;Irm?o(?) n?o emancipado(a) at‚ 21 anos de idade, com comprovada dependˆncia econ“mica do servidor.
609;Artigo 12, inciso III, da Lei Complementar n§ 769/08;Irm?o(?) inv lido(a) n?o emancipado(a) com comprovada dependˆncia econ“mica do servidor.
610;Artigo 13 da Lei Complementar n§ 769/08;Enteado(a) declarado(a) pelo servidor, sob tutela e comprovada dependˆncia econ“mica.
611;Artigo 13 da Lei Complementar n§ 769/08;Menor declarado pelo servidor, sob tutela e comprovada dependˆncia econ“mica.
612;"""Artigos 12, inciso IV, e 14, inciso I, al¡nea """"a"""", da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09""";Ex-c“njuge com percep‡?o de pens?o aliment¡cia.
613;"""Artigos 12, inciso IV, e 14, inciso I, al¡nea """"a"""", da Lei Complementar n§ 769/08, inclu¡do pela Lei Complementar n§ 818/09""";Ex-companheiro(a) com percep‡?o de pens?o aliment¡cia.
614;Artigo 217, inciso I, e ? 3§, inciso I, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;C“njuge com 2 anos ou mais de casado na data do ¢bito. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
615;"""Artigo 217, inciso I, e ? 3§, incisos I e II, al¡nea """"a"""", da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14""";C“njuge com menos de 2 anos de casado na data do ¢bito. Servidor falecido por acidente posterior ao casamento. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
616;"""Artigo 217, inciso I, e ? 3§, inciso, II, al¡nea """"b"""", da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14""";C“njuge com menos de 2 anos de casado na data do ¢bito, considerado incapaz e insuscet¡vel de reabilita‡?o em face de doen‡a ou acidente ocorrido entre o casamento e o ¢bito.
617;Artigo 217, inciso I, e ? 3§, inciso III, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;C“njuge com 2 anos ou mais de casado na data do ¢bito, considerado incapaz e insucept¡vel de reabilita‡?o em face de doen‡a ou acidente ocorrido entre o casamento e a cessa‡?o do pagamento do benef¡cio.
618;Artigo 217, inciso II, e ? 3§, inciso I, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;C“njuge divorciado com percep‡?o de pens?o aliment¡cia. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
619;Artigo 217, inciso II, e ? 3§, inciso I, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
620;Artigo 217, inciso II, e ? 3§, inciso I, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;C“njuge separado de fato com percep‡?o de pens?o aliment¡cia. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
621;Artigo 217, inciso III, e ? 3§, inciso I, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Companheiro(a) com 2 anos ou mais de uni?o est vel como entidade familiar na data do ¢bito. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
622;"""Artigo 217, inciso III, e ? 3§, incisos I e II, al¡nea """"a"""", da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14""";Companheiro(a) com menos de 2 anos de uni?o est vel como entidade familiar na data do ¢bito. Servidor falecido por acidente posterior ao ¡nicio da uni?o est vel. Dura‡?o da pens?o de acordo com a expectativa de sobrevida.
623;"""Artigo 217, inciso III, e ? 3§, inciso, II, al¡nea """"b"""", da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14""";Companheiro(a) com menos de 2 anos de uni?o est vel como entidade familiar na data do ¢bito, considerado incapaz e insuscet¡vel de reabilita‡?o em face de doen‡a ou acidente ocorrido entre o in¡cio da uni?o est vel e o ¢bito.
624;Artigo 217, inciso III, e ? 3§, inciso III, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Companheiro(a) com 2 anos ou mais de uni?o est vel como entidade familiar na data do ¢bito, considerado incapaz e insuscet¡vel de reabilita‡?o em face de doen‡a ou acidente ocorrido entre o in¡cio da uni?o est vel e a cessa‡?o do pagamento do benef¡cio.
625;Artigo 217, inciso IV, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Filho(a) at‚ vinte e um anos de idade.
626;Artigo 217, inciso IV, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Filho(a) inv lido(a), enquanto durar a invalidez.
627;Artigo 217, inciso V, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Pais, com dependˆncia econ“mica do servidor.
628;Artigo 217, inciso VI, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Irm?o(?) at‚ 21 anos de idade que estabele‡a a dependˆncia econ“mica do servidor.
629;Artigo 217, inciso VI, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Irm?o(?) inv lido(a) ou que tenha deficiˆncia intelectual ou mental que o(a) torne absoluta ou relativamente incapaz, enquanto durar a invalidez ou a deficiˆncia que estabele‡a a dependˆncia econ“mica do servidor.
630;Artigo 217, ? 5§, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Enteado(a) at‚ vinte e um anos de idade, com dependˆncia econ“mica do servidor.
631;Artigo 217, ? 5§, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Enteado(a) inv lido(a), enquanto durar a invalidez, com dependˆncia econ“mica do servidor.
632;Artigo 217, ? 5§, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Menor tutelado(a) at‚ vinte e um anos de idade, com dependˆncia econ“mica do servidor.
633;Artigo 217, ? 5§, da Lei n§ 8.112/90, na reda‡?o da MP n§ 664/14;Menor tutelado(a) inv lido(a), enquanto durar a invalidez, com dependˆncia econ“mica do servidor.
634;Artigo 40, ? 1§, inciso I, e ? 3§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98 e artigo 18, ? 1§, da Lei Complementar n§ 769/08, combinado com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03.;Aposentadoria por invalidez simples. Proventos proporcionais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03. Decis?o TCDF n§ 5859/08.
635;Artigo 6§ da Emenda Constitucional n§ 41/03 e artigo 40, ? 5§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98;Regra de transi‡?o da EC 41/03. Aposentadoria especial de professor, com proventos integrais. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 01/01/2004.
636;"""Artigos 217, inciso I, e 222, inciso VII, al¡nea """"b"""", e ?2 § da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O INV?LIDO ou deficiente. Perda da qualidade de benefici rio com"
637;Artigos 217, inciso I, e 222, inciso III, e ?2 § da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lido ou deficiente. Perda da qualidade de benefici rio com a ce
638;"""Artigos 217, inciso I, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualidade de benefici rio com o decurso de 4 meses da concess?o.
639;"""Artigos 217, inciso I, e 222, inciso VII, al¡nea """"b"""", e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O INV?LIDO ou deficiente. Perda da qualidade de benefici rio com o decurso dos prazo"
640;Artigos 217, inciso I, e 222, inciso III, e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lido ou deficiente. Perda da qualidade de benefici rio com a cessa‡?o da invalidez,
641;"""Artigos 217, inciso I, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualidade de benefici rio com o decurso de 4 meses da concess?o.
642;"""Artigos 217, inciso I, e 222, inciso VII, al¡nea """"b"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge. Casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio N?O INV?LIDO ou deficiente. Perda da qualidade de benefici rio com o decurso dos prazos constantes do artigo 222, inciso"
643;Artigos 217, inciso I, e 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge. Casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio inv lido ou deficiente. Perda da qualidade de benefici rio com a cessa‡?o da invalidez, o afastamento da deficiˆncia ou o
644;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benef"
645;Artigos 217, inciso II, e 222, inciso III, e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefi
646;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Pe
647;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O INV?LIDO"
648;Artigos 217, inciso II, e 222, inciso III, e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lido ou d
649;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualidade de
650;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio N?O INV?LIDO ou deficiente. Perda da qualida"
651;Artigos 217, inciso II, e 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge divorciado com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio inv lido ou deficiente. Perda da qualidade de
652;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do tra"
653;Artigos 217, inciso II, e 222, inciso III, e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trab
654;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do
655;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio"
656;Artigos 217, inciso II, e 222, inciso III, e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio i
657;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da q
658;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio N?O INV?LIDO ou deficiente. Perd"
659;Artigos 217, inciso II, e 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado judicialmente com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio inv lido ou deficiente. Perda da
